606|00104431143|202210|57
101004411|1|09|B0113464508||20221003||0|335.6|335.6|60.4|0|||60.4|||0|||||7 
101004411|1|09|B0113464510||20221003||0|1383.12|1383.12|248.96|0|||248.96|||0|||||7 
101011084|1|09|B0100269836||20221004||0|4985.56|4985.56|897.4|0|||897.4|||0|||||1 
101012072|1|09|E310000305501||20221008||0|5397.43|5397.43|863.59|0|||863.59|||0|||||07
101807687|1|09|E310001523390||20221010||0|7900.2|7900.2|1422.04|0|||1422.04|||0|||||07
101012072|1|09|E310000305741||20221012||0|4614.66|4614.66|738.34|0|||738.34|||0|||||07
101039353|1|09|B0100206639||20221010||0|320|320|0|0|||0|||0|||||07
131256279|1|09|B0100007323||20221012||0|19232.52|19232.52|0|0|||0|||0|||||04
131256279|1|09|B0100007285||20221005||0|20144.25|20144.25|0|0|||0|||0|||||04
130012407|1|09|B0103585856||20221005||0|14738.68|14738.68|2652.96|0|||2652.96|||0|||||07
130012407|1|09|B0103593615||20221008||0|22221.64|22221.64|3999.9|0|||3999.9|||0|||||07
101091835|1|09|B0100199186||20221004||0|119110.1|119110.1|21439.9|0|||21439.9|||0|||||04
101012072|1|09|E310000304952||20221001||0|4752.59|4752.59|760.41|0|||760.41|||0|||||07
101012072|1|09|E310000306607||20221022||0|7036.05|7036.05|1142.03|0|||1142.03|||0|||||07
101004411|1|09|B0114650779||20221017||0|1567.79|1567.79|282.21|0|||282.21|||0|||||07
101039353|1|09|B0100206653||20221017||0|584|584|0|0|||0|||0|||||07
101807687|1|09|E310001523776||20221024||0|7018.14|7018.14|1263.26|0|||1263.26|||0|||||07
131256279|1|09|B0100007406||20221022||0|2597.6|2597.6|0|0|||0|||0|||||07
101003693|1|09|B0101415666||20221013||0|1538.8|1538.8|276.98|0|||276.98|||0|||||07
130012407|1|09|B0103610023||20221015||0|3661.02|3661.02|658.98|0|||658.98|||0|||||07
102317267|1|09|B0100212742||20221017||0|1118.28|1118.28|201.29|0|||201.29|||0|||||07
130012407|1|09|B0103600593||20221012||0|3285.55|3285.55|591.4|0|||591.4|||0|||||07
401505843|1|09|B0100003248||20221017||0|76293.15|76293.15|12206.85|0|||12206.85|||0|||||02
401505843|1|09|B0100003210||20221003||0|64439.7|64439.7|10310.3|0|||10310.3|||0|||||02
102320705|1|09|B0100225936||20221006||0|70972|70972|12774.9|0|||12774.9|||0|||||02
101012072|1|09|E310000305211||20221005||0|3374.1|3374.1|539.85|0|||539.85|||0|||||07
101012072|1|09|E310000306038||20221015||0|6673.02|6673.02|0|0|||0|||0|||||07
101004411|1|09|B0114651034||20221024||0|30171.55|30171.55|3135.9|0|||3135.9|||0|||||07
131256279|1|09|B0100007347||20221014||0|3349|3349|0|0|||0|||0|||||07
115000158|1|09|B0100165563||20221013||0|13190|13190|2374.26|0|||2374.26|||0|||||1 
132139798|1|09|B0104703323||20221011||0|46098|46098|8297.64|0|||8297.64|||0|||||1 
102018871|1|09|E310001442783||20221024||0|29386.28|29386.28|5289.53|0|||5289.53|||0|||||2 
101012072|1|09|E310000306310||20221019||0|3039.62|3039.62|486.33|0|||486.33|||0|||||7 
101011084|1|09|B0100269900||20221019||0|1042.36|1042.36|187.62|0|||187.62|||0|||||1 
101004411|1|09|B0113464757||20221010||0|4472.47|4472.47|759.2|0|||759.2|||0|||||7 
101012072|1|09|E310000306873||20221026||0|2944.79|2944.79|471.17|0|||471.17|||0|||||7 
131256279|1|09|B0100007381||20221019||0|13932.15|13932.15|0|0|||0|||0|||||4 
131256279|1|09|B0100007371||20221018||0|7580.93|7580.93|244.07|0|||244.07|||0|||||4 
101003693|1|09|B0101430415||20221027||0|18486.54|18486.54|3327.58|0|||3327.58|||0|||||1 
131256279|1|09|B0100007426||20221026||0|22935.8|22935.8|0|0|||0|||0|||||1 
130012407|1|09|B0103635017||20221026||0|35071.22|35071.22|6312.82|0|||6312.82|||0|||||7 
101582512|1|09|B0100051039||20221020||0|3903.39|3903.39|702.61|0|||702.61|||0|||||4 
101039353|1|09|B0100214920||20221024||0|584|584|0|0|||0|||0|||||7 
101012072|1|09|E310000307143||20221029||0|4193.11|4193.11|670.89|0|||670.89|||0|||||7 
101601175|1|09|B0109924494||20221026||0|7727|7727|1390.82|0|||1390.82|||0|||||7 
101601175|1|09|B0109915590||20221014||0|11088|11088|1995.88|0|||1995.88|||0|||||7 
101004411|1|09|B0114651109||20221025||0|52455|52455|0|0|||0|||0|||||7 
130012407|1|09|B0103641764||20221029||0|22626.7|22626.7|4072.81|0|||4072.81|||0|||||7 
108000571|1|09|B0100065406||20221006||0|5253|5253|945.53|0|||945.53|||0|||||1 
102317267|1|09|B0100213754||20221026||0|1953|1953|351.53|0|||351.53|||0|||||7 
102001138|1|09|B0100192019||20221001||0|29500|29500|0|0|||0|||0|||||2 
102001138|1|09|B0400047316|B0100192019|20221003||0|14750|14750|0|0|||0|||0|||||6 
102001529|1|09|B0100077874||20221029||0|2450|2450|0|0|||0|||0|||||4 
106013668|1|09|B0100327702||20221004||0|6673.75|6673.75|1201.28|0|||1201.28|||0|||||1 
101004411|1|09|B0114651291||20221031||0|420.33|420.33|75.66|0|||75.66|||0|||||7 
101807687|1|09|E310001523955||20221031||0|1643.72|1643.72|36.67|0|||36.67|||0|||||7 
130012407|1|09|B0103617711||20221019||0|14193|14193|2554.66|0|||2554.66|||0|||||1 
